title,ott
셔터 아일랜드,"{'streaming': {'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.c6ac5f36-0285-058e-06d1-809431c86a07', 'Watcha': 'https://watcha.com/contents/m5xJLaO'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2585%2594%25ED%2584%25B0_%25EC%2595%2584%25EC%259D%25BC%25EB%259E%259C%25EB%2593%259C?gl=KR%26hl=en%26id=SzXp5sAB2R4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011189', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1776054'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2585%2594%25ED%2584%25B0_%25EC%2595%2584%25EC%259D%25BC%25EB%259E%259C%25EB%2593%259C?gl=KR%26hl=en%26id=SzXp5sAB2R4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011189', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1776053'}}"
인 타임,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70202129', 'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.f2af4e15-3143-6131-4819-0c202e21ea85', 'Watcha': 'https://watcha.com/contents/mObMNNW'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011314', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1612039', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B8_%25ED%2583%2580%25EC%259E%2584?gl=KR%26hl=en%26id=3UMUyyIo7jg'}}"
담배 연기 속에 피는 사랑,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70142792'}, 'rent': {}, 'buy': {}}"
솔트,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011138', 'Watcha': 'https://watcha.com/contents/m5nQMnd'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2586%2594%25ED%258A%25B8?gl=KR%26hl=en%26id=FEdtWzMfHnU', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011138', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2026979'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2586%2594%25ED%258A%25B8?gl=KR%26hl=en%26id=FEdtWzMfHnU', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=536988', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011138'}}"
드라이브,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000013444', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259D%25BC%25EC%259D%25B4%25EB%25B8%258C?gl=KR%26hl=en%26id=93A13ZxxAhc.P'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259D%25BC%25EC%259D%25B4%25EB%25B8%258C?gl=KR%26hl=en%26id=93A13ZxxAhc.P'}}"
팅커 테일러 솔저 스파이,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258C%2585%25EC%25BB%25A4_%25ED%2585%258C%25EC%259D%25BC%25EB%259F%25AC_%25EC%2586%2594%25EC%25A0%2580_%25EC%258A%25A4%25ED%258C%258C%25EC%259D%25B4?gl=KR%26hl=en%26id=1iOlm8EnyZ4'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258C%2585%25EC%25BB%25A4_%25ED%2585%258C%25EC%259D%25BC%25EB%259F%25AC_%25EC%2586%2594%25EC%25A0%2580_%25EC%258A%25A4%25ED%258C%258C%25EC%259D%25B4?gl=KR%26hl=en%26id=1iOlm8EnyZ4'}}"
혹성탈출: 진화의 시작,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011345', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1561558', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B9%25EC%2584%25B1%25ED%2583%2588%25EC%25B6%259C_%25EC%25A7%2584%25ED%2599%2594%25EC%259D%2598_%25EC%258B%259C%25EC%259E%2591?gl=KR%26hl=en%26id=c397C_zRlX0'}}"
히든 페이스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70226539'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C3001_C300000011294'}, 'buy': {}}"
머니볼,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70201437'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A8%25B8%25EB%258B%2588%25EB%25B3%25BC?gl=KR%26hl=en%26id=Xh-QiYx_Rl8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011124', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2026959'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A8%25B8%25EB%258B%2588%25EB%25B3%25BC?gl=KR%26hl=en%26id=Xh-QiYx_Rl8', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1439554', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011124'}}"
세머테리 정션,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70127240'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2523878'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=542527'}}"
인셉션,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70131314', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011261', 'Watcha': 'https://watcha.com/contents/mW4L2XW'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=498928', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011261'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=412874', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011261'}}"
철의 여인,"{'streaming': {'Watcha': 'https://watcha.com/contents/mdEvBm5'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=509278', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25B2%25A0%25EC%259D%2598_%25EC%2597%25AC%25EC%259D%25B8?gl=KR%26hl=en%26id=ZBNxxvRBiE4'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=418282', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25B2%25A0%25EC%259D%2598_%25EC%2597%25AC%25EC%259D%25B8?gl=KR%26hl=en%26id=ZBNxxvRBiE4'}}"
그을린 사랑,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CV01_KE0000011825'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EC%259D%2584%25EB%25A6%25B0_%25EC%2582%25AC%25EB%259E%2591?gl=KR%26hl=en%26id=-W1wH98avRI'}}"
악마를 보았다,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000013324'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000013324'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2585%25EB%25A7%2588%25EB%25A5%25BC_%25EB%25B3%25B4%25EC%2595%2598%25EB%258B%25A4?gl=KR%26hl=en%26id=Fhz4Wkvj0ok'}}"
언터처블: 1%의 우정,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C902_EE0000011304', 'Watcha': 'https://watcha.com/contents/mOgDkMd'}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2596%25B8%25ED%2584%25B0%25EC%25B2%2598%25EB%25B8%2594_1_%25EC%259D%2598_%25EC%259A%25B0%25EC%25A0%2595?gl=KR%26hl=en%26id=FARO4rv_ixM', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=409693'}}"
몬테 카를로,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70155534', 'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.a6af76ff-1c3b-494d-a08e-3674862691c2', 'Watcha': 'https://watcha.com/contents/m5n70nW'}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1619356', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25AC%25ED%2585%258C_%25EC%25B9%25B4%25EB%25A5%25BC%25EB%25A1%259C?gl=KR%26hl=en%26id=mmZXeLgcRRY'}}"
모비딕,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81498450', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000045', 'Watcha': 'https://watcha.com/contents/mWLVrpd'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000045', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4821980', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25A8%25EB%25B9%2584%25EB%2594%2595?gl=KR%26hl=en%26id=aIqdik-cTaU.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3159660', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25A8%25EB%25B9%2584%25EB%2594%2595?gl=KR%26hl=en%26id=aIqdik-cTaU.P'}}"
소셜 네트워크,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011143', 'Watcha': 'https://watcha.com/contents/mAOlrN5'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2586%258C%25EC%2585%259C_%25EB%2584%25A4%25ED%258A%25B8%25EC%259B%258C%25ED%2581%25AC?gl=KR%26hl=en%26id=SKGYXwnA6L8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011143', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2026784'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2586%258C%25EC%2585%259C_%25EB%2584%25A4%25ED%258A%25B8%25EC%259B%258C%25ED%2581%25AC?gl=KR%26hl=en%26id=SKGYXwnA6L8', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1439555', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011143'}}"
아이언맨 2,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011180', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1120718', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EC%259D%25B4%25EC%2596%25B8%25EB%25A7%25A8_2?gl=KR%26hl=en%26id=9tf_YrfHItM'}}"
렛 미 인,"{'streaming': {}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5764580', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%259B_%25EB%25AF%25B8_%25EC%259D%25B8?gl=KR%26hl=en%26id=2AFuiQkPnm4.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5764581', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%259B_%25EB%25AF%25B8_%25EC%259D%25B8?gl=KR%26hl=en%26id=2AFuiQkPnm4.P'}}"
유아 넥스트,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5QxrDd'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_LX01_LX0000000711'}, 'buy': {}}"
루팡 3세 스페셜: 피의 각인 - 영원한 Mermaid,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80218317'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CR01_DN0000011178'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CR01_DN0000011178'}}"
신들의 전쟁,"{'streaming': {}, 'rent': {}, 'buy': {}}"
버레스크,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5n7gnW'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011140', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2027045'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1437614', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011140'}}"
엑스맨: 퍼스트 클래스,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011262', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1559261', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4%25EB%25A7%25A8_%25ED%258D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25ED%2581%25B4%25EB%259E%2598%25EC%258A%25A4_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=kYE64Dgd5zE'}}"
아버지를 위한 노래,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70181626', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000019', 'Watcha': 'https://watcha.com/contents/mWJpE3d'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000019', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4821970'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3056435'}}"
터커 & 데일 vs 이블,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CV01_KE0000011716'}, 'buy': {}}"
드래곤 길들이기,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70109893', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011295'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B3%25A4_%25EA%25B8%25B8%25EB%2593%25A4%25EC%259D%25B4%25EA%25B8%25B0_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=-_M68EYccA8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011319', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3444342'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B3%25A4_%25EA%25B8%25B8%25EB%2593%25A4%25EC%259D%25B4%25EA%25B8%25B0_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=-_M68EYccA8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011319', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3444340'}}"
더 씽,"{'streaming': {'Watcha': 'https://watcha.com/contents/mOooJZO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000011614'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EC%2594%25BD?gl=KR%26hl=en%26id=w_ty9hhxsF8'}}"
저스티스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70135880', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000041'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000041', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A0%2580%25EC%258A%25A4%25ED%258B%25B0%25EC%258A%25A4?gl=KR%26hl=en%26id=5IIUXIC6U18'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A0%2580%25EC%258A%25A4%25ED%258B%25B0%25EC%258A%25A4?gl=KR%26hl=en%26id=5IIUXIC6U18'}}"
